Points,Expansions,PlayerCount,Platform,factionsInGame.1,factionsInGame.2,factionsInGame.3,factionsInGame.4,factionsInGame.5,factionsInGame.6,factionsInGame.7,factionsInGame.8,WinningFaction,Index
12,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Mentak Coalition"," Universities of Jol-Nar"," Emirates of Hacan"," Naaz-Rokha Alliance"," Clan of Saar","","","Mentak Coalition",11291
12,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Federation of Sol"," Xxcha Kingdom"," Winnu"," Mentak Coalition"," Titans of Ul","","","Titans of Ul",11297
12,"Prophecy of Kings Only",6,"Async","Empyrean"," L1Z1X Mindnet"," Yssaril Tribes"," Titans of Ul"," Vuil'raith Cabal"," Xxcha Kingdom","","","L1Z1X Mindnet",11304
12,"Prophecy of Kings Only",6,"Async","Empyrean"," Yin Brotherhood"," Arborec"," Emirates of Hacan"," Keleres ~ Mentak"," Nomad","","","Yin Brotherhood",11311
12,"Prophecy of Kings Only",6,"Async","Nomad"," Mahact Gene-Sorcerers"," Barony of Letnev"," Embers of Muaat"," Vuil'raith Cabal"," Keleres ~ Mentak","","","Barony of Letnev",11326
12,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Naaz-Rokha Alliance"," Yin Brotherhood"," Sardakk N'orr"," Empyrean"," Vuil'raith Cabal","","","Sardakk N'orr",11381
12,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Embers of Muaat"," Clan of Saar"," Barony of Letnev"," Arborec"," Universities of Jol-Nar","","","Universities of Jol-Nar",11405
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Yin Brotherhood"," Argent Flight"," Keleres ~ Mentak"," Titans of Ul"," Emirates of Hacan","","","Nekro Virus",11408
12,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Argent Flight"," Naalu Collective"," Naaz-Rokha Alliance"," Embers of Muaat"," Clan of Saar","","","Titans of Ul",11421
12,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Yin Brotherhood"," Argent Flight"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Clan of Saar","","","Mahact Gene-Sorcerers",11441
12,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Embers of Muaat"," Naaz-Rokha Alliance"," Titans of Ul"," Xxcha Kingdom"," Yssaril Tribes","","","Xxcha Kingdom",11450
12,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Empyrean"," Nomad"," Titans of Ul"," Naaz-Rokha Alliance"," Argent Flight","","","Naaz-Rokha Alliance",11466
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Argent Flight"," Vuil'raith Cabal"," Barony of Letnev"," Xxcha Kingdom"," Nomad","","","Nekro Virus",11477
12,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Vuil'raith Cabal"," Naalu Collective"," Federation of Sol"," Ghosts of Creuss"," Naaz-Rokha Alliance","","","Naalu Collective",11494
12,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Keleres ~ Xxcha"," Ghosts of Creuss"," L1Z1X Mindnet"," Naaz-Rokha Alliance"," Emirates of Hacan","","","Naaz-Rokha Alliance",11496
12,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Embers of Muaat"," Arborec"," Ghosts of Creuss"," Nomad"," Emirates of Hacan","","","Emirates of Hacan",11553
12,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Titans of Ul"," Ghosts of Creuss"," Emirates of Hacan"," Naalu Collective"," Universities of Jol-Nar","","","Emirates of Hacan",11561
12,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Barony of Letnev"," Vuil'raith Cabal"," Argent Flight"," Xxcha Kingdom"," Naaz-Rokha Alliance","","","Xxcha Kingdom",11566
12,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Winnu"," L1Z1X Mindnet"," Universities of Jol-Nar"," Keleres ~ Xxcha"," Federation of Sol","","","Keleres ~ Xxcha",11572
12,"Prophecy of Kings Only",6,"Async","Argent Flight"," Arborec"," Mahact Gene-Sorcerers"," Emirates of Hacan"," Federation of Sol"," Naalu Collective","","","Arborec",11574
12,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Yin Brotherhood"," Winnu"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Federation of Sol","","","Federation of Sol",11724
12,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Winnu"," Emirates of Hacan"," Federation of Sol"," Ghosts of Creuss"," Xxcha Kingdom","","","Winnu",11725
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Embers of Muaat"," Naaz-Rokha Alliance"," Clan of Saar"," Naalu Collective"," Winnu","","","Winnu",11775
12,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Federation of Sol"," Embers of Muaat"," Naaz-Rokha Alliance"," Argent Flight"," Titans of Ul","","","Titans of Ul",11817
12,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Titans of Ul"," Naalu Collective"," Barony of Letnev"," Universities of Jol-Nar"," Winnu","","","Yssaril Tribes",11819
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Embers of Muaat"," Arborec"," Empyrean"," Mahact Gene-Sorcerers"," Naalu Collective","","","Naalu Collective",11855
12,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Xxcha Kingdom"," Vuil'raith Cabal"," Naalu Collective"," Naaz-Rokha Alliance"," Universities of Jol-Nar","","","Yssaril Tribes",11884
12,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Nomad"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Xxcha Kingdom"," Titans of Ul","","","Mahact Gene-Sorcerers",11913
12,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Barony of Letnev"," Ghosts of Creuss"," Mahact Gene-Sorcerers"," Winnu"," Emirates of Hacan","","","Ghosts of Creuss",11937
12,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Federation of Sol"," Titans of Ul"," Yssaril Tribes","","","Mahact Gene-Sorcerers",11942
12,"Prophecy of Kings Only",6,"Async","Empyrean"," Arborec"," Argent Flight"," Mahact Gene-Sorcerers"," Federation of Sol"," Xxcha Kingdom","","","Mahact Gene-Sorcerers",11992
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Xxcha Kingdom"," Barony of Letnev"," L1Z1X Mindnet"," Titans of Ul"," Embers of Muaat","","","Emirates of Hacan",12031
12,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," L1Z1X Mindnet"," Mentak Coalition"," Federation of Sol"," Naalu Collective"," Nekro Virus","","","Mentak Coalition",12112
12,"Prophecy of Kings Only",6,"Async","Nomad"," Xxcha Kingdom"," Argent Flight"," Mentak Coalition"," Arborec"," Empyrean","","","Empyrean",12114
12,"Prophecy of Kings Only",6,"Async","Arborec"," Titans of Ul"," Argent Flight"," Vuil'raith Cabal"," Nomad"," Universities of Jol-Nar","","","Arborec",12170
12,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Nekro Virus"," Yssaril Tribes"," Nomad"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers","","","Yssaril Tribes",12212
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Empyrean"," Barony of Letnev"," Naaz-Rokha Alliance"," Nekro Virus"," L1Z1X Mindnet","","","Barony of Letnev",12240
12,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Clan of Saar"," Arborec"," Embers of Muaat"," Argent Flight"," Nekro Virus","","","Nekro Virus",12262
12,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Titans of Ul"," Ghosts of Creuss"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Empyrean","","","Naaz-Rokha Alliance",12274
12,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Nekro Virus"," Sardakk N'orr"," L1Z1X Mindnet"," Arborec"," Vuil'raith Cabal","","","Arborec",12278
12,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Vuil'raith Cabal"," Yin Brotherhood"," Yssaril Tribes"," Argent Flight"," Naalu Collective","","","Yssaril Tribes",12279
12,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Nomad"," Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Ghosts of Creuss"," Yssaril Tribes","","","Yssaril Tribes",12308
12,"Prophecy of Kings Only",6,"Async","Arborec"," Mentak Coalition"," Winnu"," Ghosts of Creuss"," Barony of Letnev"," Embers of Muaat","","","Winnu",12310
12,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Ghosts of Creuss"," Titans of Ul"," Xxcha Kingdom"," Mentak Coalition"," Emirates of Hacan","","","Ghosts of Creuss",12317
12,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Barony of Letnev"," Mentak Coalition"," Sardakk N'orr"," Vuil'raith Cabal"," Mahact Gene-Sorcerers","","","Mahact Gene-Sorcerers",12331
12,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Vuil'raith Cabal"," Naaz-Rokha Alliance"," Barony of Letnev"," Nomad"," Titans of Ul","","","Nomad",12346
12,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Nomad"," Arborec"," Naaz-Rokha Alliance"," L1Z1X Mindnet"," Mentak Coalition","","","Nomad",12358
12,"Prophecy of Kings Only",6,"Async","Arborec"," Ghosts of Creuss"," Universities of Jol-Nar"," Winnu"," Argent Flight"," Naalu Collective","","","Argent Flight",12469
12,"Prophecy of Kings Only",6,"Async","Empyrean"," Titans of Ul"," Yin Brotherhood"," Yssaril Tribes"," Federation of Sol"," Universities of Jol-Nar","","","Titans of Ul",12523
12,"Prophecy of Kings Only",6,"Async","Winnu"," Titans of Ul"," Vuil'raith Cabal"," Argent Flight"," Mahact Gene-Sorcerers"," Clan of Saar","","","Winnu",12600
12,"Prophecy of Kings Only",6,"Async","Empyrean"," Clan of Saar"," Yssaril Tribes"," Ghosts of Creuss"," Nekro Virus"," Titans of Ul","","","Titans of Ul",12629
12,"Prophecy of Kings Only",6,"Async","Argent Flight"," Sardakk N'orr"," Empyrean"," Federation of Sol"," Clan of Saar"," Naaz-Rokha Alliance","","","Sardakk N'orr",12775
12,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Yssaril Tribes"," Nomad"," Nekro Virus"," Barony of Letnev"," Xxcha Kingdom","","","Yssaril Tribes",12785
12,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Sardakk N'orr","","","Federation of Sol",12799
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Xxcha Kingdom"," Barony of Letnev"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Naalu Collective","","","Emirates of Hacan",12804
12,"Prophecy of Kings Only",6,"Async","Nomad"," Yssaril Tribes"," Embers of Muaat"," Naalu Collective"," Emirates of Hacan"," Xxcha Kingdom","","","Emirates of Hacan",12821
12,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Keleres ~ Mentak"," Nekro Virus"," Titans of Ul"," Winnu"," Ghosts of Creuss","","","Titans of Ul",12825
12,"Prophecy of Kings Only",6,"Async","Argent Flight"," Clan of Saar"," Embers of Muaat"," Naaz-Rokha Alliance"," Federation of Sol"," Mahact Gene-Sorcerers","","","Mahact Gene-Sorcerers",12831
12,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Sardakk N'orr"," Titans of Ul"," Barony of Letnev"," Universities of Jol-Nar"," Winnu","","","Titans of Ul",12834
12,"Prophecy of Kings Only",6,"Async","Arborec"," Titans of Ul"," Barony of Letnev"," Naaz-Rokha Alliance"," Argent Flight"," Clan of Saar","","","Arborec",12845
12,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Arborec"," Keleres ~ Xxcha"," Naalu Collective"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance","","","Keleres ~ Xxcha",12883
12,"Prophecy of Kings Only",6,"Async","Winnu"," Empyrean"," Embers of Muaat"," Universities of Jol-Nar"," L1Z1X Mindnet"," Clan of Saar","","","Clan of Saar",12909
12,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Empyrean"," Vuil'raith Cabal"," Xxcha Kingdom"," Clan of Saar"," Titans of Ul","","","Vuil'raith Cabal",12928
12,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Barony of Letnev"," Naalu Collective"," Sardakk N'orr"," Vuil'raith Cabal"," Xxcha Kingdom","","","Universities of Jol-Nar",12972
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Ghosts of Creuss"," Titans of Ul"," Naaz-Rokha Alliance"," Keleres ~ Mentak"," Nomad","","","Titans of Ul",12977
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Xxcha Kingdom"," Vuil'raith Cabal"," Embers of Muaat"," Barony of Letnev"," Naaz-Rokha Alliance","","","Vuil'raith Cabal",12991
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Empyrean"," Barony of Letnev"," Naaz-Rokha Alliance"," Yssaril Tribes"," Argent Flight","","","Argent Flight",12999
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Naaz-Rokha Alliance"," Keleres ~ Mentak"," Embers of Muaat"," Titans of Ul"," Naalu Collective","","","Nekro Virus",13035
12,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Ghosts of Creuss"," Federation of Sol"," Embers of Muaat"," Titans of Ul"," Mentak Coalition","","","L1Z1X Mindnet",13036
12,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Mentak Coalition"," L1Z1X Mindnet"," Naalu Collective"," Vuil'raith Cabal"," Ghosts of Creuss","","","Mentak Coalition",13099
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Clan of Saar"," Federation of Sol"," Sardakk N'orr"," Barony of Letnev"," L1Z1X Mindnet","","","Emirates of Hacan",13139
12,"Prophecy of Kings Only",6,"Async","Winnu"," Clan of Saar"," Titans of Ul"," Emirates of Hacan"," Universities of Jol-Nar"," Yssaril Tribes","","","Yssaril Tribes",13165
12,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Yin Brotherhood"," Naaz-Rokha Alliance"," Nomad"," Mahact Gene-Sorcerers"," Barony of Letnev","","","Keleres ~ Mentak",13197
12,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Barony of Letnev"," Nomad"," Naalu Collective"," Mahact Gene-Sorcerers"," Clan of Saar","","","Naalu Collective",13285
12,"Prophecy of Kings Only",6,"Async","Nomad"," Arborec"," Yssaril Tribes"," Empyrean"," Vuil'raith Cabal"," Mentak Coalition","","","Arborec",13308
12,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Nekro Virus"," Xxcha Kingdom"," Keleres ~ Mentak"," Universities of Jol-Nar"," Titans of Ul","","","Xxcha Kingdom",13315
12,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Barony of Letnev"," Federation of Sol"," Nekro Virus"," Naalu Collective"," Nomad","","","Titans of Ul",13317
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Arborec"," Winnu"," Vuil'raith Cabal"," Mentak Coalition"," Titans of Ul","","","Nekro Virus",13362
12,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Mahact Gene-Sorcerers"," Mentak Coalition"," Naaz-Rokha Alliance"," Yin Brotherhood"," Xxcha Kingdom","","","Naaz-Rokha Alliance",13363
12,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Winnu"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Yssaril Tribes"," Naalu Collective","","","Yssaril Tribes",13394
12,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Embers of Muaat"," Mentak Coalition"," Naalu Collective"," Keleres ~ Argent"," Mahact Gene-Sorcerers","","","Mentak Coalition",13400
12,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Xxcha Kingdom"," Barony of Letnev"," Sardakk N'orr"," Arborec"," Vuil'raith Cabal","","","Universities of Jol-Nar",13430
12,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Arborec"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Naalu Collective"," Universities of Jol-Nar","","","Sardakk N'orr",13472
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Nomad"," Federation of Sol"," L1Z1X Mindnet"," Barony of Letnev"," Xxcha Kingdom","","","Xxcha Kingdom",13563
12,"Prophecy of Kings Only",6,"Async","Winnu"," Titans of Ul"," Clan of Saar"," Embers of Muaat"," Nomad"," Mentak Coalition","","","Mentak Coalition",13622
12,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Titans of Ul"," Mahact Gene-Sorcerers"," Winnu"," Federation of Sol"," Nomad","","","Mahact Gene-Sorcerers",13630
12,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Yin Brotherhood"," L1Z1X Mindnet"," Titans of Ul"," Empyrean"," Barony of Letnev","","","L1Z1X Mindnet",13641
12,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Yssaril Tribes"," L1Z1X Mindnet"," Universities of Jol-Nar"," Yin Brotherhood"," Mahact Gene-Sorcerers","","","Yssaril Tribes",13789
12,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Embers of Muaat"," Naalu Collective"," Nomad"," Vuil'raith Cabal"," Titans of Ul","","","Nomad",13816
12,"Prophecy of Kings Only",6,"Async","Nomad"," Arborec"," Universities of Jol-Nar"," Yssaril Tribes"," Xxcha Kingdom"," Yin Brotherhood","","","Yssaril Tribes",13839
12,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Yssaril Tribes"," Nekro Virus"," Naalu Collective"," Titans of Ul"," Federation of Sol","","","Yssaril Tribes",13878
12,"Prophecy of Kings Only",6,"Async","Nomad"," Mentak Coalition"," Embers of Muaat"," Barony of Letnev"," Xxcha Kingdom"," Argent Flight","","","Argent Flight",13944
12,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Arborec"," Ghosts of Creuss"," Emirates of Hacan"," Clan of Saar"," Vuil'raith Cabal","","","Arborec",13959
12,"Prophecy of Kings Only",6,"Async","Argent Flight"," Vuil'raith Cabal"," Mahact Gene-Sorcerers"," Nomad"," Naaz-Rokha Alliance"," Titans of Ul","","","Nomad",14025
12,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Emirates of Hacan"," Xxcha Kingdom"," Titans of Ul"," Universities of Jol-Nar"," Sardakk N'orr","","","Mahact Gene-Sorcerers",14112
12,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Emirates of Hacan"," Vuil'raith Cabal"," Yin Brotherhood"," Titans of Ul"," Nomad","","","Nomad",14147
12,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Yssaril Tribes"," Arborec"," Nomad"," Vuil'raith Cabal"," Federation of Sol","","","Yssaril Tribes",14158
12,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Arborec"," Emirates of Hacan"," Sardakk N'orr"," Naalu Collective"," Mahact Gene-Sorcerers","","","Naalu Collective",14263
12,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Nomad"," Universities of Jol-Nar"," Empyrean"," Argent Flight"," L1Z1X Mindnet","","","Universities of Jol-Nar",14354
12,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Ghosts of Creuss"," Universities of Jol-Nar"," Embers of Muaat"," Emirates of Hacan"," Vuil'raith Cabal","","","Naaz-Rokha Alliance",14439
12,"Prophecy of Kings Only",6,"Async","Winnu"," Federation of Sol"," Emirates of Hacan"," Sardakk N'orr"," Arborec"," Naaz-Rokha Alliance","","","Federation of Sol",14465
12,"Prophecy of Kings Only",6,"Async","Winnu"," Mahact Gene-Sorcerers"," Nekro Virus"," Naaz-Rokha Alliance"," Clan of Saar"," Empyrean","","","Empyrean",14774
12,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Clan of Saar"," L1Z1X Mindnet"," Nekro Virus"," Mentak Coalition"," Sardakk N'orr","","","L1Z1X Mindnet",14776
12,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Argent Flight"," Nomad"," Xxcha Kingdom"," Federation of Sol"," Universities of Jol-Nar","","","Vuil'raith Cabal",14808
12,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Emirates of Hacan"," L1Z1X Mindnet"," Nekro Virus"," Ghosts of Creuss"," Xxcha Kingdom","","","Emirates of Hacan",14816
12,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Sardakk N'orr"," Nomad"," Naaz-Rokha Alliance"," Naalu Collective"," Argent Flight","","","Naalu Collective",14956
12,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Sardakk N'orr"," Arborec"," Yin Brotherhood"," Empyrean"," Yssaril Tribes","","","Yin Brotherhood",15073
12,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Titans of Ul"," Argent Flight"," Barony of Letnev"," Yin Brotherhood"," Empyrean","","","Barony of Letnev",15100
12,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Empyrean"," Argent Flight"," Universities of Jol-Nar"," Federation of Sol"," Titans of Ul","","","Argent Flight",15101
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Arborec"," Argent Flight"," Nekro Virus"," Keleres ~ Mentak"," Mahact Gene-Sorcerers","","","Nekro Virus",1504
14,"Prophecy of Kings Only",6,"Async","Arborec"," Titans of Ul"," Barony of Letnev"," Clan of Saar"," L1Z1X Mindnet"," Naalu Collective","","","L1Z1X Mindnet",2837
14,"Prophecy of Kings Only",6,"Async","Empyrean"," Nekro Virus"," Sardakk N'orr"," Argent Flight"," L1Z1X Mindnet"," Vuil'raith Cabal","","","Nekro Virus",3021
14,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Empyrean"," Mahact Gene-Sorcerers"," Winnu"," Sardakk N'orr"," Universities of Jol-Nar","","","Mahact Gene-Sorcerers",3662
14,"Prophecy of Kings Only",6,"Async","Arborec"," Embers of Muaat"," Vuil'raith Cabal"," L1Z1X Mindnet"," Yin Brotherhood"," Keleres ~ Argent","","","Embers of Muaat",3665
14,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Universities of Jol-Nar"," Titans of Ul"," Yssaril Tribes"," Federation of Sol"," Embers of Muaat","","","Yssaril Tribes",3704
14,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Ghosts of Creuss"," Universities of Jol-Nar"," Federation of Sol","","","Naalu Collective",3720
14,"Prophecy of Kings Only",6,"Async","Nomad"," Ghosts of Creuss"," Empyrean"," Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Embers of Muaat","","","Empyrean",3733
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Xxcha Kingdom"," Nomad"," Federation of Sol"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance","","","Nomad",3749
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Yin Brotherhood"," Emirates of Hacan"," Winnu"," Nekro Virus"," Federation of Sol","","","Sardakk N'orr",3752
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Barony of Letnev"," Argent Flight"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Empyrean","","","Empyrean",3772
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Yssaril Tribes"," Yin Brotherhood"," Winnu"," Vuil'raith Cabal"," Naalu Collective","","","Sardakk N'orr",3791
14,"Prophecy of Kings Only",6,"Async","Argent Flight"," Mentak Coalition"," Universities of Jol-Nar"," Nomad"," Titans of Ul"," Naalu Collective","","","Naalu Collective",3807
14,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Embers of Muaat"," Titans of Ul"," Winnu"," Barony of Letnev","","","Mahact Gene-Sorcerers",3838
14,"Prophecy of Kings Only",6,"Async","Arborec"," Nekro Virus"," Empyrean"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Nomad","","","Nekro Virus",3854
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Federation of Sol"," Sardakk N'orr"," Ghosts of Creuss"," Xxcha Kingdom"," Universities of Jol-Nar","","","Sardakk N'orr",3858
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Yin Brotherhood"," Emirates of Hacan"," Nomad"," Clan of Saar"," Vuil'raith Cabal","","","Emirates of Hacan",3860
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Ghosts of Creuss"," Barony of Letnev"," Nekro Virus"," Empyrean"," Naaz-Rokha Alliance","","","Nekro Virus",3861
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Arborec"," Embers of Muaat"," Winnu"," Naalu Collective"," Titans of Ul","","","Naalu Collective",3888
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Argent Flight"," Naaz-Rokha Alliance"," Nekro Virus"," Universities of Jol-Nar"," Ghosts of Creuss","","","Nekro Virus",3930
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Nomad"," Universities of Jol-Nar"," Argent Flight"," Embers of Muaat"," Naaz-Rokha Alliance","","","Universities of Jol-Nar",4013
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Universities of Jol-Nar"," Sardakk N'orr"," Empyrean"," Federation of Sol"," Vuil'raith Cabal","","","Sardakk N'orr",4049
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Yin Brotherhood"," Keleres ~ Xxcha"," Empyrean"," Titans of Ul"," Argent Flight","","","Yin Brotherhood",4066
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Xxcha Kingdom"," Nomad"," Clan of Saar"," Empyrean"," Mahact Gene-Sorcerers","","","Mahact Gene-Sorcerers",4092
14,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Titans of Ul"," Naaz-Rokha Alliance"," Keleres ~ Argent"," Xxcha Kingdom"," Ghosts of Creuss","","","Naaz-Rokha Alliance",4112
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Argent Flight"," Universities of Jol-Nar"," Mahact Gene-Sorcerers"," Nekro Virus"," Clan of Saar","","","Mahact Gene-Sorcerers",4116
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Sardakk N'orr"," Titans of Ul"," Clan of Saar"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Embers of Muaat",4136
14,"Prophecy of Kings Only",6,"Async","Arborec"," Clan of Saar"," Ghosts of Creuss"," Vuil'raith Cabal"," Universities of Jol-Nar"," Mentak Coalition","","","Arborec",4141
14,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Sardakk N'orr"," Titans of Ul"," Emirates of Hacan"," Keleres ~ Mentak"," Yin Brotherhood","","","Naalu Collective",4149
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Nekro Virus"," Mahact Gene-Sorcerers"," Embers of Muaat"," Ghosts of Creuss"," Naaz-Rokha Alliance","","","Barony of Letnev",4175
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Federation of Sol"," Barony of Letnev"," Titans of Ul"," Embers of Muaat"," Nekro Virus","","","Emirates of Hacan",4235
14,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Naaz-Rokha Alliance"," Sardakk N'orr"," L1Z1X Mindnet"," Empyrean"," Ghosts of Creuss","","","Sardakk N'orr",4268
14,"Prophecy of Kings Only",6,"Async","Arborec"," Universities of Jol-Nar"," Yssaril Tribes"," Titans of Ul"," Argent Flight"," Keleres ~ Mentak","","","Titans of Ul",4328
